Store,Address,Phone,lat,lon
WILLY DELI GROCERY CORP,"506, COURT ST, BROOKLYN, 11231",718-237-0968,40.676586210466475,-73.9986913175301
7TH ST. DELI & GRILL CORP,"402, 5TH AVE, BROOKLYN, 11215",,40.67047814474788,-73.9852309060896
ATLANTIC AVE SMOKE SHOP INC,"176, ATLANTIC AVE, BROOKLYN, 11201",347-765-9081,40.69000522723098,-73.99353820673603
AMERICAN STOP DELI GROCERY CORP,"422, DITMAS AVE, BROOKLYN, 11218",347-840-8668,40.635903048185185,-73.97475025994653
SMITH CONVENIENCE INC,"321, SMITH ST, BROOKLYN, 11231",,40.68114514240725,-73.99423491370007
3901 FOODMART CORP,"3901, FORT HAMILTON PKWY, BROOKLYN, 11218",718-370-0556,40.64308854144168,-73.9905987920763
PARK SLOPE BEER INC,"302, 9TH ST, BROOKLYN, 11215",917-330-4430,40.669503962701135,-73.98700108012702
VINAYAK GROCERY INC,"2, 2ND ST, BROOKLYN, 11231",,40.67932539654247,-73.99506790315681
"AL-MALAHI, NASSER S","369, MCDONALD AVE, BROOKLYN, 11218",718-436-9115,40.64476421622695,-73.97980617375545
GEEK SHOP INC,"219, 5TH AVE, BROOKLYN, 11215",917-642-2672,40.675980755706505,-73.98074127178114
7TH AVE SMOKE SHOP CORP,"317, 7TH AVE, BROOKLYN, 11215",7189651596,40.66721403298313,-73.98129892365162
A.R. DELI COFFEE SHOP INC.,"29, 5TH AVE, BROOKLYN, 11217",718-210-6587,40.682018500326826,-73.97665091416445
"ATELIER TROADEC, LLC","172, 5TH AVE, BROOKLYN, 11217",9178031802,40.677501187229055,-73.97973136679585
"MUNASER, ANIS M","156, UNION ST, BROOKLYN, 11231",,40.68379124395343,-74.00089057712327
"15TH ST. AUTO BODY, INC.","28, 15TH ST, BROOKLYN, 11215",7184995800,40.66855766111015,-73.99550126960915
COURT STREET CORNER SHOP INC.,"304, COURT ST, BROOKLYN, 11231",917-771-8762,40.68384878723601,-73.99519376384491
HIPSTER DELI GROCERY I CORP,"168, 7TH AVE, BROOKLYN, 11215",347-967-2812,40.671871227880956,-73.97744394645942
FORT HAMILTON CAR WASH INC,"10, CATON AVE, BROOKLYN, 11218",7184376494,40.64719906194865,-73.98111354291673
DAVID L GREEN,"444, 6TH AVE, BROOKLYN, 11215",6462988927,40.667648153287054,-73.98427628647332
9 ST QUICK STOP INC.,"335, 7TH AVE, BROOKLYN, 11215",917-330-4430,40.666656917239706,-73.98176047495717
"PARK SLOPE CANDY SHOP, INC.","95, 7TH AVE, BROOKLYN, 11215",718-783-8100,40.67425606026987,-73.97559374410034
FOOD U DESIRE 2 CORP,"423, 7TH AVE, BROOKLYN, 11215",212-358-9989,40.66378897879231,-73.98415464336415
SHREEJI NEWS & GROCERY INC.,"406, COURT ST, BROOKLYN, 11231",718-243-1306,40.68042885774839,-73.99684167520189
CARROLL GARDENS DELI & GRILL CORP.,"301, SMITH ST, BROOKLYN, 11231",718-852-6035,40.68177916260592,-73.9938058083609
GOOD LUCK 4TH AVE. BEER HOUSE INC,"246, 11TH ST, BROOKLYN, 11215",646-573-2217,40.66893877623525,-73.98930824470426
"AHMED, SHAHIN A.","307, ALBEMARLE RD, BROOKLYN, 11218",7188535481,40.645384098100564,-73.97744209011415
"SOAP AND BUBBLES LAUNDROMAT, CORP.","4420, FORT HAMILTON PKWY, BROOKLYN, 11219",347-985-5265,40.64051418433705,-73.99447623774962
SHARIF M ALBUKHAITI,"507, CORTELYOU RD, BROOKLYN, 11218",347-955-5596,40.63840346115182,-73.9743529702767
NEW RANDEX CLEANERS INC,"365, 6TH AVE, BROOKLYN, 11215",7187681034,40.670354168133,-73.98199017422662
AYAAN RESTORATION INC.,"476, MCDONALD AVE, BROOKLYN, 11218",718 633-3011,40.642450287847936,-73.97938528307395
"ECOATM, LLC","582, 5TH AVE, BROOKLYN, 11215",8587667249,40.664610337339965,-73.9901524005383
MV VARIETY DISCOUNT CORP,"309, CHURCH AVE, BROOKLYN, 11218",718-854-4337,40.64371798128722,-73.9772768965239
PROSPECT PARK FOOD CORP.,"155, PROSPECT PARK SW, BROOKLYN, 11218",718-854-6983,40.65497075412529,-73.97336991233453
"D N Y NATURAL LAND, INC.","322, FLATBUSH AVE, BROOKLYN, 11238",718-783-0038,40.67690950500978,-73.97227238061814
CONSTRUCTIVECONTRACTING LLC,"495, 3RD ST, BROOKLYN, 11215",718 20864,40.6707379308318,-73.97900523837443
JIMMY'S DELI INC I,"239, 9TH ST, BROOKLYN, 11215",718-369-4907,40.670552685584404,-73.9891025089841
13TH STREET DELI GROCERY INC,"513, 5TH AVE, BROOKLYN, 11215",718-499-9399,40.666858129177605,-73.98822357552964
BREUCKELEN BERBER LLC,"145, COLUMBIA ST, BROOKLYN, 11231",7185763188,40.686865377250335,-74.00180287081133
7TH AVE NEWS INC,"206, 7TH AVE, BROOKLYN, 11215",,40.670746048984405,-73.97837798838759
"DAS, PRIYANKA","N/W/C, 9TH ST, BROOKLYN, 11215",917-498-4456,40.66802963150928,-73.98394456198822
"SAKIB ENTERPRISE AND DOMINIONS, LLC","145, CHESTER AVE, BROOKLYN, 11218",718-552-7915,40.64189638391802,-73.9826752777591
"5TH AVENUE CANDY & GROCERY, INC","439, 5TH AVE, BROOKLYN, 11215",347-706-5776,40.66934741072643,-73.98614677430808
REPAIRS ON WHEELS BK CORP,"783, MCDONALD AVE, BROOKLYN, 11218",7182070566,40.63480028930565,-73.97788522504547
PRO RENO INC,"626, E 3RD ST, BROOKLYN, 11218",917-635-1527,40.63681187562761,-73.9761695127156
BROOKLYN SMOKE SHOP INC,"198, FLATBUSH AVE, BROOKLYN, 11217",3479874210,40.68151599233076,-73.9756163252375
PROSPECT TOBACCO & VAPE SHOP CORP,"211, PROSPECT PARK W, BROOKLYN, 11215",347-384-0658,40.66054404485078,-73.98024472809139
PROGOTI GROCERY STORES INC,"477, MCDONALD AVE, BROOKLYN, 11218",7189721970,40.64232676281406,-73.97933127121257
"SUDS ON 8TH AVE., INC.","1521, 8TH AVE, BROOKLYN, 11215",,40.661960695973775,-73.98236729749426
396 DELI GROCERY INC.,"396, 7TH AVE, BROOKLYN, 11215",718-369-6126,40.66488676455843,-73.98326766240034
A&M PROSPECT DELI 1 CORP,"212, PROSPECT PARK W, BROOKLYN, 11215",347-384-0658,40.66031351908205,-73.98045384613826
SHREEJI NEWS & GROCERY INC.,"406, COURT ST, BROOKLYN, 11231",718-243-1306,40.68042885774839,-73.99684167520189
KAUSAR & SONS INC.,"3437, FORT HAMILTON PKWY, BROOKLYN, 11218",516-780-2969,40.64558030573808,-73.98573730522534
P & E GROCERY CORP.,"228, PROSPECT PARK W, BROOKLYN, 11215",718-369-7701,40.65965212015705,-73.98100909763238
COBBLE HILL DELI & CONVENIENCE CORP,"493, HENRY ST, BROOKLYN, 11231",917-306-2607,40.68471074257981,-73.9991202274718
FOOD U DESIRE 2 CORP,"423, 7TH AVE, BROOKLYN, 11215",646-436-0439,40.66378897879231,-73.98415464336415
SMITH + 9TH STREET DELI GROCERY INC.,"3, 9TH ST, BROOKLYN, 11231",646-515-5573,40.674629167298995,-73.99754133538715
472 MCDONALD AVENUE FOOD CORP.,"472, MCDONALD AVE, BROOKLYN, 11218",718-972-2600,40.642494205055925,-73.97938887284981
"YEN, CHIN MIN","1215, 8TH AVE, BROOKLYN, 11215",7184998293,40.663793963771894,-73.98083850719213
3901 FOODMART CORP,"3901, FORT HAMILTON PKWY, BROOKLYN, 11218",718-370-0556,40.64308854144168,-73.9905987920763
"SAM DELI AND GROCERY, INC.","1601, 10TH AVE, BROOKLYN, 11215",347-585-7143,40.65916302823399,-73.97807898620886
COBBLE HILL DELI & CONVENIENCE CORP,"493, HENRY ST, BROOKLYN, 11231",917-306-2607,40.685138925185505,-73.99891469987139
559 SMOKE SHOP INC,"559, 4TH AVE, BROOKLYN, 11215",718-404-7897,40.666224420414906,-73.99214912495523
13TH STREET DELI GROCERY INC,"513, 5TH AVE, BROOKLYN, 11215",718-499-9399,40.666858129177605,-73.98822357552964
"HAMILTON GAS & CONVENIENCE, INC.","327, HAMILTON AVE, BROOKLYN, 11231",347-834-2769,40.67512599714525,-74.00039656176264
3916 LUCKY LAUNDROMAT INC.,"3916, FORT HAMILTON PKWY, BROOKLYN, 11218",7188533621,40.64304463250241,-73.99069248597691
MWDBC STORE 9 LLC,"602, PACIFIC ST, BROOKLYN, 11217",8555878888,40.68314120919693,-73.977133663468
NRT FOOD CORP.,"118, KANE ST, BROOKLYN, 11231",718-237-4070,40.68709869546653,-73.999426685076
FRUIT KING & DELI GROCERY CORP.,"761, MCDONALD AVE, BROOKLYN, 11218",718-633-6996,40.63519280635445,-73.97794994806387
EXPRESS DELI GROCERY INC I,"331, 11TH ST, BROOKLYN, 11215",718-369-8971,40.66778846526122,-73.98689687785198
MAY SUN CONSTRUCTION LLC,"75, SACKETT ST, BROOKLYN, 11231",7186433775,40.68550116266797,-74.00422223705942
FRUIT KING & DELI GROCERY CORP.,"761, MCDONALD AVE, BROOKLYN, 11218",718-633-6996,40.63519280635445,-73.97794994806387
124 UNION STOP 1 FOOD MART INC.,"124, UNION ST, BROOKLYN, 11231",718-254-0633,40.68422763984998,-74.00245901851402
"NEIGHBERHOOD DELI & GROCERY, CORP.","326, GREENWOOD AVE, BROOKLYN, 11218",6469190758,40.65040174967365,-73.97841701555645
ATLANTIC AVE SMOKE SHOP INC,"176, ATLANTIC AVE, BROOKLYN, 11201",347-765-9081,40.69000522723098,-73.99353820673603
EXPRESS DELI GROCERY INC I,"331, 11TH ST, BROOKLYN, 11215",718-369-8971,40.66778846526122,-73.98689687785198
COURT STREET CORNER SHOP INC.,"304, COURT ST, BROOKLYN, 11231",917-771-8762,40.68384878723601,-73.99519376384491
294 KIWI DELI & GROCERY INC.,"294, 7TH AVE, BROOKLYN, 11215",718-768-8726,40.668018146010866,-73.98065345280894
AMAR DESH FOOD INC.,"87, CHURCH AVE, BROOKLYN, 11218",718-633-0114,40.64256842304064,-73.9800050224287
"MPM ENTERPRISES, INC.","754, UNION ST, BROOKLYN, 11215",718-709-5100,40.67528301240149,-73.97759060230038
36 COLLISION INC,"1106, 36TH ST, BROOKLYN, 11218",7188548080,40.64440580763243,-73.98810862450665
9 ST QUICK STOP INC.,"335, 7TH AVE, BROOKLYN, 11215",917-330-4430,40.666656917239706,-73.98176047495717
ASAAD DELI & GRILL CORP,"111, CHURCH AVE, BROOKLYN, 11218",718-844-9975,40.642952529511405,-73.9790860483024
4TH AVENUE CLEANERS LLC,"61, 4TH AVE, BROOKLYN, 11217",7182305300,40.68234296199192,-73.97970105119265
BROOKLYN GIFTS AND CANDY CORP.,"53, 5TH AVE, BROOKLYN, 11217",917-417-2347,40.68119792465804,-73.97720643851117
SHI HU LAUNDROMAT INC.,"480, MCDONALD AVE, BROOKLYN, 11218",7182001363,40.64238166563457,-73.97937089092295
BROOKLYN GIFTS AND CANDY CORP.,"53, 5TH AVE, BROOKLYN, 11217",917-417-2347,40.68119792465804,-73.97720643851117
MARKET ON 5TH INC,"185, 5TH AVE, BROOKLYN, 11217",718-230-8050,40.67713891621622,-73.97995500027929
8TH AVE. MINI MARKET CORP.,"1658, 8TH AVE, BROOKLYN, 11215",929-337-7602,40.66026189155402,-73.9838238852277
3 VINCENT AVE LLC,"3716, 13TH AVE, BROOKLYN, 11218",7188539274,40.64160305577853,-73.9852877433811
520 FIFTH AVENUE FOODS INC,"520, 5TH AVE, BROOKLYN, 11215",7183690419,40.66662484502232,-73.9884398955665
ARENA DELI PLUS CORP,"77, 4TH AVE, BROOKLYN, 11217",347-307-5634,40.6819450161227,-73.97996437204992
NEW HUDSON CLEANER INC.,"369, 7TH AVE, BROOKLYN, 11215",7182138369,40.66559757021419,-73.98264749426822
LAUNDRY MANIA LLC,"411, DITMAS AVE, BROOKLYN, 11218",718-686-8375,40.635908555137966,-73.97482952360805
7TH AVE GOURMET INC.,"75, 7TH AVE, BROOKLYN, 11217",718-783-3806,40.67499704131703,-73.97508875892387
"DAHILL LAUNDROMAT, CORP.","76, CHURCH AVE, BROOKLYN, 11218",7184843995,40.64243946357519,-73.98026810496637
SLOPE FOODS INC,"61, 5TH AVE, BROOKLYN, 11217",,40.68094543971689,-73.97737958504982
"DB SMOKESHOP, CORP","65, 5TH AVE, BROOKLYN, 11217",,40.68071216439932,-73.977534696766
PROSPECT PARK LAUNDROMAT INC,"152, PROSPECT PARK SW, BROOKLYN, 11218",6466331301,40.65510525757559,-73.97340950292141
QIAO FENG DELI INC.,"353, SMITH ST, BROOKLYN, 11231",917-370-2008,40.679879841834826,-73.99509309969875
7TH AVE NEWS INC,"206, 7TH AVE, BROOKLYN, 11215",718-965-2613,40.670746048984405,-73.97837798838759
"SARSOR, ZAID","1419, 8TH AVE, BROOKLYN, 11215",718-832-0395,40.662569957877906,-73.98185891203747
"J.G.L. FINE FOODS, INC.","1269, PROSPECT AVE, BROOKLYN, 11218",718-851-6200,40.65210027646288,-73.97592980072676
"MOHAMMED JAKARIA, GIAS U. CHOWDHURY","4007, 13TH AVE, BROOKLYN, 11218",718-854-8257,40.63995364377622,-73.9869816142061
PRESIDENT FOOD CORP.,"247, COLUMBIA ST, BROOKLYN, 11231",718-855-1714,40.68361553250527,-74.00337480968061
"LEE, HYUN S","320, CORTELYOU RD, BROOKLYN, 11218",718-851-6041,40.63818975252708,-73.97614019575846
UNION DELI GROCERY INC,"226, 4TH AVE, BROOKLYN, 11215",347-529-5829,40.677265689029454,-73.98315639991445
ABDULKAREEM HUDIAS,"387, FLATBUSH AVE, BROOKLYN, 11238",646-238-0468,40.676151807755055,-73.9716994747882
KT LAUNDROMAT INC.,"500, HENRY ST, BROOKLYN, 11231",917-226-3962,40.68424687777695,-73.99936541439403
ARENA DELI PLUS CORP,"77, 4TH AVE, BROOKLYN, 11217",,40.6819450161227,-73.97996437204992
357 FOOD CORP.,"357, 5TH AVE, BROOKLYN, 11215",7188321121,40.671677475928675,-73.9842068430655
LEMON TREE FARM INC.,"312, COURT ST, BROOKLYN, 11231",718-624-7581,40.68348648443527,-73.99536685678606
UNION DELI GROCERY INC,"226, 4TH AVE, BROOKLYN, 11215",347-529-5829,40.677265689029454,-73.98315639991445
7TH AVE GOURMET INC.,"75, 7TH AVE, BROOKLYN, 11217",718-783-3806,40.67499704131703,-73.97508875892387
LA FLOR DE SANTA INES INC.,"731, CHURCH AVE, BROOKLYN, 11218",718-854-4854,40.645775484688755,-73.97232495764754
CARROLL GARDENS DELI & GRILL CORP.,"301, SMITH ST, BROOKLYN, 11231",718-852-6035,40.68177916260592,-73.9938058083609
GOLDEN TOUCH CAR WASH INC.,"296, 4TH AVE, BROOKLYN, 11215",7188558400,40.67530886695501,-73.98459894087284
FOOD TRAIN INC.,"368, 7TH AVE, BROOKLYN, 11215",718-832-6916,40.66578694023955,-73.98251767932287
"6TH AVE. DELI, INC.","133, 6TH AVE, BROOKLYN, 11217",917-536-2634,40.67815374807749,-73.97610787139139
"DB SMOKESHOP, CORP","65, 5TH AVE, BROOKLYN, 11217",718-857-9559,40.68071216439932,-73.977534696766
666 LAUNDROMAT INC,"355, SMITH ST, BROOKLYN, 11231",9179635857,40.67977005395693,-73.99516521493678
J & K LAUNDROMAT INC,"1020, 8TH AVE, BROOKLYN, 11215",9172938815,40.664982288427076,-73.97987574863154
3025 LAUNDROMAT LLC,"3025, FORT HAMILTON PKWY, BROOKLYN, 11218",7189727758,40.64836516507422,-73.97865551599506
RONG XING LAUNDROMAT INC.,"79, 4TH AVE, BROOKLYN, 11217",917-291-8833,40.68175290395056,-73.9800906210543
SWKM LLC,"1016, 8TH AVE, BROOKLYN, 11215",646-286-9662,40.66500149935039,-73.9798613245963
LUCKY U CLEANERS INC,"455, 7TH AVE, BROOKLYN, 11215",6465776628,40.662768035630336,-73.9850091379483
LAM'S CLEANERS INC.,"4318, 14TH AVE, BROOKLYN, 11219",347-833-1082,40.636904140954435,-73.9865894775384
JS NOBLE CLEANERS INC.,"284, COURT ST, BROOKLYN, 11231",7182370093,40.68432911243504,-73.99496297053821
"SONG, KYUNG SOOK","501, DITMAS AVE, BROOKLYN, 11218",718-941-5024,40.6360099148235,-73.97394314887829
NEW SPOTLESS CLEANERS INC.,"308, MCDONALD AVE, BROOKLYN, 11218",7188879996,40.6465868162402,-73.9801695821949
YUNG LAUNDROMAT INC.,"394, 5TH AVE, BROOKLYN, 11215",718-788-8688,40.670692214486564,-73.98505422018789
"SUPERIOR SUDS, INC.","99, 5TH AVE, BROOKLYN, 11217",7187680099,40.6796253761977,-73.97827415968027
SMITH LUCKY MEE MAY INC,"313, SMITH ST, BROOKLYN, 11231",9174889317,40.6813427592863,-73.99410149522419
"EISHEH, AYMAN M","561, 17TH ST, BROOKLYN, 11218",718-499-7714,40.65674518014769,-73.97973406890402
"TRI PARKWAY CLEANERS, INC","3115, FORT HAMILTON PKWY, BROOKLYN, 11218",718-438-7380,40.64802222698054,-73.97953491448145
NEW DAY USA INC.,"1121, 39TH ST, BROOKLYN, 11218",6463517283,40.642816748765895,-73.98990338163654
"UNION ST SUPERWASH CENTER I, INC","134, UNION ST, BROOKLYN, 11231",,40.68415628083097,-74.00221022981819
"CLEAN CHOICE LAUNDROMAT, INC","504, 5TH AVE, BROOKLYN, 11215",917225617,40.667181987564845,-73.9879784002737
NAJAX CLEANERS & TAILOR LLC,"230, PROSPECT PARK W, BROOKLYN, 11215",718-499-0416,40.65960272125323,-73.98105236291265
"SHUNSHING ENTERPRISES, INC.","142, ATLANTIC AVE, BROOKLYN, 11201",7188550104,40.69042525253764,-73.99506347617162
FOUR SEASONS CLEANERS NY INC.,"83, CHURCH AVE, BROOKLYN, 11218",9175326063,40.64251080627965,-73.98014196679894
MARKET ON 5TH INC,"185, 5TH AVE, BROOKLYN, 11217",718-230-8050,40.67713891621622,-73.97995500027929
DOMIMEX CORP,"3724, 13TH AVE, BROOKLYN, 11218",718-686-7373,40.64157012295759,-73.98532378358252
"PAZ, DENIS","4112, 14TH AVE, BROOKLYN, 11219",718-871-4176,40.63804857218337,-73.98540022327181
CUSTOM EQUIPMENT NY INC.,"89, 4TH AVE, BROOKLYN, 11217",3478710570,40.681508647767494,-73.9802565447731
"VIEWPARK LAUNDRY ASSOCIATES, INC.","204, 5TH AVE, BROOKLYN, 11217",718-768-1469,40.67656532927936,-73.98036616374945
SKAHG MAINTENANCE INC.,"425, 7TH AVE, BROOKLYN, 11215",7187681469,40.66373683444584,-73.98420151413974
CARROLL CHO CLEANERS INC,"149, 7TH AVE, BROOKLYN, 11215",7188574141,40.67263963238575,-73.97677676664638
PRESIDENT LAUNDROMAT LLC,"254, 4TH AVE, BROOKLYN, 11215",7187681469,40.6764450814796,-73.9837118046258
CARROL GARDENS WASH-N-DRY CORP.,"425, COURT ST, BROOKLYN, 11231",9144189497,40.67880122552869,-73.99760247176894
CARROLL GARDENS GOURMET DELI INC,"531, HENRY ST, BROOKLYN, 11231",347-457-6862,40.683571665164536,-73.99966828815566
"WILL-BETT LAUNDROMATIC, INC.","173, 7TH AVE, BROOKLYN, 11215",7187681469,40.67161874369965,-73.9776242777209
JSEIGLEBUILT LLC,"1050, 39TH ST, BROOKLYN, 11219",8454890613,40.64387363373337,-73.99168691381237
TSA LAUNDROMAT INC.,"4403, FORT HAMILTON PKWY, BROOKLYN, 11219",6467521492,40.640725515520636,-73.99412670516345
MARIO'S FRENCH CLEANER INC,"457, 4TH AVE, BROOKLYN, 11215",,40.66949872069245,-73.98941629902929
NICOBROS INC,"640, HICKS ST, BROOKLYN, 11231",7186253848,40.681235824666864,-74.0030213564017
"NEWU DME, INC.","251, E 5TH ST, BROOKLYN, 11218",9292603558,40.64648997232025,-73.97608677774659
"LANDAU, JOSEPH","4512, FORT HAMILTON PKWY, BROOKLYN, 11219",,40.64018208805991,-73.99497350946612
TSS LAUNDROMAT INC.,"423, CHURCH AVE, BROOKLYN, 11218",718-436-3174,40.6443242848541,-73.97583531291068
"LAO, ZHU LING","130, DITMAS AVE, BROOKLYN, 11218",7188511414,40.6355879895717,-73.97760753523362
WILLY DELI GROCERY CORP,"506, COURT ST, BROOKLYN, 11231",718-237-0968,40.676586210466475,-73.9986913175301
FENG HUA LAUNDROMAT INC.,"314, MCDONALD AVE, BROOKLYN, 11218",917-748-6883,40.64648251072197,-73.9801479918395
"ELEGANT DRY CLEANING, CORP.","314, SACKETT ST, BROOKLYN, 11231",718-222-0707,40.68290183875478,-73.99514335471265
NEW CARROLL GROCERY & DELI CORP,"142, CARROLL ST, BROOKLYN, 11231",718-522-3257,40.68204831699805,-74.00009734799134
"7 J CLEANERS, INC.","47, 7TH AVE, NEW YORK, 10011",2123677221,40.676089297599155,-73.97434208299073
"SMITH-UNION MEAT MARKET, INC.","353, UNION ST, BROOKLYN, 11231",718-624-0699,40.68175997004558,-73.99420601682294
13 AVE HAPPY CLEANERS INC.,"182, 5TH AVE, BROOKLYN, 11217",9178380111,40.67727888710913,-73.9798828537405
MARS LAUNDROMAT INC.,"450, 6TH AVE, BROOKLYN, 11215",9175677626,40.667351750581396,-73.98452147504834
XIU HUA CHEN,"510, COURT ST, BROOKLYN, 11231",,40.676336437289045,-73.99881029311942
BROOKLYN CLEANERS GROUP INC,"231, 5TH AVE, BROOKLYN, 11215",917-838-0111,40.67548949669232,-73.9810766904218
215 FINE FOOD DELI CORP.,"215, 4TH AVE, BROOKLYN, 11215",718-636-1835,40.67726019631263,-73.98313476996749
A&M PROSPECT DELI 1 CORP,"212, PROSPECT PARK W, BROOKLYN, 11215",347-384-0658,40.66031351908205,-73.98045384613826
BROOKLYN VALET INC,"86, 7TH AVE, BROOKLYN, 11217",7188575000,40.674782985444736,-73.97525827803926
K LAUNDRY ROOM INC.,"286, SMITH ST, BROOKLYN, 11231",7185968594,40.68208382231325,-73.99362190042457
DUN RITE CLEANERS II LLC,"401, 5TH AVE, BROOKLYN, 11215",7184990644,40.67046990810361,-73.98521288363686
PROSPECT TOBACCO & VAPE SHOP CORP,"211, PROSPECT PARK W, BROOKLYN, 11215",347-384-0658,40.66054404485078,-73.98024472809139
HUDSON II CLEANERS INC.,"230, 4TH AVE, BROOKLYN, 11215",718-246-7252,40.67716963141821,-73.98322131808956
"LUM, YOUNG SOOK","1623, 10TH AVE, BROOKLYN, 11215",718-832-3126,40.65874314299,-73.97842873368828
"CHINO, FERMIN A","2923, FORT HAMILTON PKWY, BROOKLYN, 11218",718-436-2581,40.648713583210395,-73.9777616919214
"7TH AVENUE LAUNDRY, INC.","491, 7TH AVE, BROOKLYN, 11215",7184991183,40.661697686164494,-73.98591407818253
"ARROW LINEN SUPPLY CO., INC.","467, PROSPECT AVE, BROOKLYN, 11215",5162468000,40.65943006344549,-73.98272478801854
NEDWIN CLEANERS LLC,"109, AVENUE F, BROOKLYN, 11218",3479770467,40.63318899870087,-73.97737055265478
BROOKLYN CLEANERS GROUP INC,"472, COURT ST, BROOKLYN, 11231",917-838-0111,40.67775822125657,-73.9981288756522
LUCKY L & W LAUNDROMAT INC.,"835, UNION ST, BROOKLYN, 11215",606-422-0185,40.6748463583039,-73.97641548904667
GRACE JIN CLEANERS INC,"511, 9TH ST, BROOKLYN, 11215",7187882321,40.665638128528215,-73.97897079761009
"KOUTSINSKI, VICTOR","466, COURT ST, BROOKLYN, 11231",7188553600,40.67809308091937,-73.99796662922724
CEL TEL INC.,"228, 7TH AVE, BROOKLYN, 11215",7187244323,40.670098381472116,-73.97891531880585
"HUANG, KEH LIEH","101, 7TH AVE, BROOKLYN, 11215",,40.674088652645324,-73.97570556194326
WEST COAST CLEANERS INC,"191, CLINTON ST, BROOKLYN, 11201",7189359077,40.68993940244374,-73.9944937786994
328 LAUNDROMAT INC.,"627, CHURCH AVE, BROOKLYN, 11218",,40.645177466970416,-73.97379903267226
"TAK MING, INC.","632, CATON AVE, BROOKLYN, 11218",7186336739,40.64769178428319,-73.97421966939982
JC GREEN CLEANERS INC.,"1202, 8TH AVE, BROOKLYN, 11215",7187885133,40.6638543446923,-73.98081325836223
EMINENCE DRY CLEANERS SERVICES CORP,"389, HENRY ST, BROOKLYN, 11201",9292950321,40.68815540590279,-73.99747593203264
MD UDDIN,"S/W/C, FLATBUSH AVENUE, BROOKLYN, 11217",7182106587,40.68405253749512,-73.97745785403545
"WANG, CONNIE","421, 7TH AVE, BROOKLYN, 11215",718-788-0183,40.663972857996384,-73.98400321050752
GREEN APPLE CLEANERS LLC,"217, GARFIELD PL, BROOKLYN, 11215",2017121335,40.672178504254845,-73.97674808762768
YU MEI CAI PALEFSKY,"208, PROSPECT PARK W, BROOKLYN, 11215",7187685878,40.66073615705615,-73.9801149153412
NEW BROWNSTONE CLEANERS INC.,"318, 7TH AVE, BROOKLYN, 11215",7184997801,40.66730460183321,-73.9812448279944
GR'S 69A CLEANERS INC,"179, BERKELEY PL, BROOKLYN, 11217",7186382699,40.67487338331858,-73.9744362832023
"CAREMAX DME, INC","251, E 5TH ST, BROOKLYN, 11218",9292603558,40.64648997232025,-73.97608677774659
"PEP BOYS - MANNY, MOE & JACK OF DELAWARE, INC.","354, 4TH AVE, BROOKLYN, 11215",7182378477,40.673500252491706,-73.98610986152276
"MPM ENTERPRISES, INC.","754, UNION ST, BROOKLYN, 11215",718-709-5100,40.67528301240149,-73.97759060230038
"SUPERIOR DME, INC.","251, E 5TH ST, BROOKLYN, 11218",9292603558,40.64648997232025,-73.97608677774659
"HEALTHDEPOT DME, INC.","251, E 5TH ST, BROOKLYN, 11218",9292603558,40.64648997232025,-73.97608677774659
LINCOLN AUTO MALL CORP.,"3413, FORT HAMILTON PKWY, BROOKLYN, 11218",7188718200,40.64608243400597,-73.98444713138899
"LANDY MICHAELS REALTY, CORP.","1425, 37TH ST, BROOKLYN, 11218",,40.63999692074833,-73.98220735373705
"EURO AUTO COLLISION 39, INC.","1223, 39TH ST, BROOKLYN, 11218",7184355455,40.64155394467569,-73.98781005940819
AMPLEX CONTRACTING CORP,"254, DAHILL RD, BROOKLYN, 11218",929 326-0740,40.64124547329034,-73.9802180121711
SIMCHA AGENCY CORP.,"126, DITMAS AVE, BROOKLYN, 11218",,40.635585251094774,-73.97763996289093
TELEPAGE WIRELESS CORP.,"99, 7TH AVE, BROOKLYN, 11215",7186360007,40.6741435405284,-73.9756694914097
"AVALLONE INTERIORS, INC.","274, 11TH ST, BROOKLYN, 11215",646-261-4143,40.66866698968664,-73.9887459460463
"ALAM, MOHAMMED","3615, 15TH AVE, BROOKLYN, 11218",7183122881,40.639502544227255,-73.98027617978806
LOTUS METROPOLITAN CONSTRUCTION CORP.,"135, OCEAN PKWY, BROOKLYN, 11218",9178079600,40.64712093675581,-73.97452259185718
SS ALAM CONSTRUCTION CORP,"392, E 3RD ST, BROOKLYN, 11218",917-573-6718,40.642054618742684,-73.97716215672193
"LARDON 1350, LLC","395, FLATBUSH AVE, BROOKLYN, 11238",2124903460,40.67595414843877,-73.97155535258877
"S. DAVID CONTRACTING, INC.","81, GARFIELD PL, BROOKLYN, 11215",7183699116,40.674391626234566,-73.98131854143682
"YEN, CHINMIN","1215, 8TH AVE, BROOKLYN, 11215",7189713360,40.663793963771894,-73.98083850719213
BON D OPERATING LLC,"363, BOND ST, BROOKLYN, 11231",212-575-5335,40.67818605563689,-73.9908281871159
"WE KNOW CONSTRUCTION, INC.","180, 14TH ST, BROOKLYN, 11215",718-930-5222,40.66766541389248,-73.99193627782618
"TECH CONSTRUCTION, LLC","98, 15TH ST, BROOKLYN, 11215",7187887677,40.66748434603024,-73.99329887401838
"MAXIM DESIGN BUILD, LLC","476, 12TH ST, BROOKLYN, 11215",9173777529,40.66362091040429,-73.98005998809622
